"540","287AD02E282586985011E49F1BE891DEB78DBFFE","0000-00-00",1,94125920,94125920,93585133,1
"287AD02E282586985011E49F1BE891DEB78DBFFE","Maniaplanet_UplaySetup.exe",94125920,94125920,93585133,0
